bet_id,user_id,bet_type,sport,odds,is_win,stake,gain,GGR
bet_07779,1045,single,Football,1.18,True,188.85,222.84,-33.99
bet_07780,724,single,Tennis,1.73,False,318.2,0.0,318.2
bet_07781,2405,single,Formula 1,1.1,True,47.6,52.36,-4.76
bet_07782,365,single,Tennis,1.1,False,117.45,0.0,117.45
bet_07783,1126,single,Football,5.78,True,144.65,836.08,-691.43
bet_07784,212,single,Tennis,1.17,False,9.7,0.0,9.7
bet_07785,1726,single,Basketball,3.98,False,40.2,0.0,40.2
bet_07786,2203,single,Football,1.1,True,95.75,105.32,-9.57
bet_07787,4220,multiple,Football,3.63,False,20.55,0.0,20.55
bet_07788,4621,single,Tennis,1.15,True,104.7,120.4,-15.7
bet_07789,2237,multiple,Volleyball,2.39,False,13.95,0.0,13.95
bet_07790,649,multiple,Handball,1.11,True,67.6,75.04,-7.44
bet_07791,4831,single,Baseball,8.35,False,117.85,0.0,117.85
bet_07792,1563,single,Football,1.1,True,28.9,31.79,-2.89
bet_07793,3971,single,Basketball,1.1,True,166.95,183.64,-16.69
bet_07794,4068,single,Football,7.78,False,16.45,0.0,16.45
bet_07795,2170,single,Football,1.1,False,97.85,0.0,97.85
bet_07796,3466,multiple,Basketball,7.06,False,4.4,0.0,4.4
bet_07797,4567,single,Handball,4.27,False,14.95,0.0,14.95
bet_07798,3511,single,Football,8.32,False,1.55,0.0,1.55
bet_07799,4372,single,Ice Hockey,2.51,False,34.55,0.0,34.55
bet_07800,173,multiple,Football,1.11,True,28.3,31.41,-3.11
bet_07801,3820,multiple,Football,1.11,True,208.8,231.77,-22.97
bet_07802,3230,multiple,Snooker,10.45,False,75.5,0.0,75.5
bet_07803,1420,single,Football,3.86,False,148.7,0.0,148.7
bet_07804,1634,multiple,Tennis,1.11,True,113.55,126.04,-12.49
bet_07805,2982,single,Snooker,2.54,False,306.45,0.0,306.45
bet_07806,4561,multiple,Rugby,5.37,False,10.2,0.0,10.2
bet_07807,4651,multiple,Ice Hockey,3.66,False,7.5,0.0,7.5
bet_07808,2748,single,Handball,2.84,True,260.85,740.81,-479.96
bet_07809,2283,single,Football,1.82,True,114.05,207.57,-93.52
bet_07810,1141,multiple,Basketball,9.03,False,221.25,0.0,221.25
bet_07811,956,single,Football,12.0,False,4.8,0.0,4.8
bet_07812,3222,single,Football,3.14,True,11.35,35.64,-24.29
bet_07813,3545,single,Football,1.1,False,91.4,0.0,91.4
bet_07814,2337,multiple,Football,7.28,False,112.6,0.0,112.6
bet_07815,2277,single,Baseball,3.89,False,14.45,0.0,14.45
bet_07816,2155,single,Football,1.93,False,134.2,0.0,134.2
bet_07817,2487,single,Baseball,1.22,True,602.4,734.93,-132.53
bet_07818,2494,single,Tennis,1.1,True,12.35,13.58,-1.23
bet_07819,3437,multiple,Handball,2.07,True,4.55,9.42,-4.87
bet_07820,2469,single,Basketball,2.62,False,435.35,0.0,435.35
bet_07821,2938,single,Tennis,2.4,False,16.4,0.0,16.4
bet_07822,1166,multiple,Tennis,11.78,False,77.6,0.0,77.6
bet_07823,635,single,Football,3.52,False,69.05,0.0,69.05
bet_07824,2265,multiple,Tennis,21.16,False,29.6,0.0,29.6
bet_07825,1550,single,Basketball,1.88,False,48.95,0.0,48.95
bet_07826,3682,multiple,Football,2.23,True,49.2,109.72,-60.52
bet_07827,4846,single,Basketball,3.7,False,6.25,0.0,6.25
bet_07828,2198,multiple,Football,1.88,False,10.45,0.0,10.45
bet_07829,902,single,Football,1.86,True,188.85,351.26,-162.41
bet_07830,1046,single,Football,1.1,True,269.75,296.73,-26.98
bet_07831,2065,multiple,Ice Hockey,7.18,False,39.0,0.0,39.0
bet_07832,4272,single,Football,1.1,True,6.0,6.6,-0.6
bet_07833,3120,multiple,Football,8.93,False,321.85,0.0,321.85
bet_07834,1154,multiple,Tennis,5.4,False,18.45,0.0,18.45
bet_07835,553,single,Football,1.42,True,245.55,348.68,-103.13
bet_07836,1129,single,Badminton,8.46,False,108.25,0.0,108.25
bet_07837,4237,single,Tennis,1.2,True,55.85,67.02,-11.17
bet_07838,3658,single,Football,8.33,False,203.7,0.0,203.7
bet_07839,983,single,Football,11.8,True,15.45,182.31,-166.86
bet_07840,3273,single,Football,1.1,True,97.6,107.36,-9.76
bet_07841,3403,single,Football,1.76,False,3.8,0.0,3.8
bet_07842,1157,multiple,Tennis,12.53,False,60.6,0.0,60.6
bet_07843,587,single,Basketball,1.49,True,201.35,300.01,-98.66
bet_07844,1485,single,Football,2.73,True,3.2,8.74,-5.54
bet_07845,3193,single,Basketball,3.56,False,4.6,0.0,4.6
bet_07846,214,multiple,Snooker,2.99,True,150.3,449.4,-299.1
bet_07847,289,single,Tennis,1.1,True,51.7,56.87,-5.17
bet_07848,1515,multiple,Tennis,1.37,True,5.85,8.01,-2.16
bet_07849,1143,multiple,Tennis,2.06,False,688.3,0.0,688.3
bet_07850,124,single,Ice Hockey,1.43,False,9.7,0.0,9.7
bet_07851,4423,multiple,Basketball,23.75,False,30.35,0.0,30.35
bet_07852,753,single,Football,3.89,True,120.45,468.55,-348.1
bet_07853,1748,single,Rugby,12.0,False,59.05,0.0,59.05
bet_07854,1415,single,Football,12.0,False,60.35,0.0,60.35
bet_07855,2215,single,Volleyball,1.1,True,12.85,14.14,-1.29
bet_07856,2748,multiple,Football,1.45,False,183.3,0.0,183.3
bet_07857,3452,single,Handball,5.28,True,11.2,59.14,-47.94
bet_07858,4281,single,Football,1.1,True,0.8,0.88,-0.08
bet_07859,2661,single,Tennis,12.0,False,687.8,0.0,687.8
bet_07860,3070,single,Football,3.02,False,179.45,0.0,179.45
bet_07861,2383,single,Snooker,1.77,True,69.45,122.93,-53.48
bet_07862,2044,single,Football,11.69,False,88.95,0.0,88.95
bet_07863,1754,multiple,Football,1.79,False,64.25,0.0,64.25
bet_07864,4172,single,Handball,9.44,False,170.2,0.0,170.2
bet_07865,1816,multiple,Football,12.03,False,233.7,0.0,233.7
bet_07866,2531,multiple,Football,8.78,False,117.65,0.0,117.65
bet_07867,958,multiple,Snooker,4.92,False,63.45,0.0,63.45
bet_07868,4673,single,Football,7.79,False,102.05,0.0,102.05
bet_07869,4762,multiple,Rugby,17.17,False,69.15,0.0,69.15
bet_07870,4778,multiple,Football,1.11,True,8.1,8.99,-0.89
bet_07871,2260,multiple,Basketball,1.11,True,93.9,104.23,-10.33
bet_07872,759,single,Rugby,3.71,False,57.15,0.0,57.15
bet_07873,3355,single,Football,7.57,False,354.0,0.0,354.0
bet_07874,3836,single,Football,1.1,True,288.2,317.02,-28.82
bet_07875,1329,single,Football,2.93,False,677.4,0.0,677.4
bet_07876,2254,multiple,Football,1.11,True,465.25,516.43,-51.18
bet_07877,2434,single,Volleyball,1.1,True,852.55,937.8,-85.25
bet_07878,1179,single,Football,1.1,False,117.95,0.0,117.95
bet_07879,1581,single,Tennis,1.1,True,186.05,204.66,-18.61
bet_07880,267,single,Football,1.1,True,63.45,69.8,-6.35
bet_07881,477,multiple,Table Tennis,3.43,False,44.75,0.0,44.75
bet_07882,1260,multiple,Basketball,11.55,False,627.2,0.0,627.2
bet_07883,4223,single,Football,1.52,True,94.9,144.25,-49.35
bet_07884,2449,single,Ice Hockey,3.45,False,104.6,0.0,104.6
bet_07885,11,single,Football,1.77,True,137.75,243.82,-106.07
bet_07886,1850,single,Football,5.53,False,247.15,0.0,247.15
bet_07887,4676,multiple,Tennis,5.51,True,20.15,111.03,-90.88
bet_07888,3762,multiple,Football,1.11,False,172.3,0.0,172.3
bet_07889,2344,multiple,Tennis,15.15,True,109.0,1651.35,-1542.35
bet_07890,4580,single,Table Tennis,1.49,True,163.3,243.32,-80.02
bet_07891,713,single,Football,9.59,False,124.5,0.0,124.5
bet_07892,3430,multiple,Basketball,1.31,False,249.05,0.0,249.05
bet_07893,2076,multiple,Rugby,1.11,True,37.7,41.85,-4.15
bet_07894,3748,single,Football,3.78,False,47.75,0.0,47.75
bet_07895,3095,single,Football,2.19,False,50.5,0.0,50.5
bet_07896,3855,multiple,Football,6.46,False,17.75,0.0,17.75
bet_07897,1975,single,Table Tennis,1.1,True,55.85,61.44,-5.59
bet_07898,2739,multiple,Football,1.22,True,80.3,97.97,-17.67
bet_07899,1253,single,Handball,2.15,True,319.4,686.71,-367.31
bet_07900,2455,multiple,Football,5.38,False,84.0,0.0,84.0
bet_07901,3973,multiple,Ice Hockey,13.51,False,4.95,0.0,4.95
bet_07902,1779,single,Football,1.25,True,51.85,64.81,-12.96
bet_07903,626,single,Football,3.11,False,50.7,0.0,50.7
bet_07904,1049,single,Tennis,12.0,False,196.0,0.0,196.0
bet_07905,4008,single,Basketball,1.1,True,43.95,48.35,-4.4
bet_07906,1959,multiple,Football,3.81,False,116.95,0.0,116.95
bet_07907,3331,single,Ice Hockey,7.29,False,20.85,0.0,20.85
bet_07908,668,multiple,Football,3.15,False,111.55,0.0,111.55
bet_07909,60,single,Football,5.21,True,24.8,129.21,-104.41
bet_07910,55,multiple,Football,1.7,True,3.3,5.61,-2.31
bet_07911,3009,multiple,Football,1.11,False,720.0,0.0,720.0
bet_07912,3594,multiple,Table Tennis,4.47,False,249.1,0.0,249.1
bet_07913,3496,single,Ice Hockey,3.38,True,5.75,19.43,-13.68
bet_07914,2661,multiple,Tennis,1.11,True,679.15,753.86,-74.71
bet_07915,3552,single,Tennis,5.79,True,3.05,17.66,-14.61
bet_07916,3663,single,Football,3.87,False,6.35,0.0,6.35
bet_07917,3274,single,Football,1.1,False,210.75,0.0,210.75
bet_07918,2999,single,Tennis,1.45,True,110.1,159.64,-49.54
bet_07919,3216,single,Formula 1,5.78,False,91.9,0.0,91.9
bet_07920,4668,single,Football,5.54,False,2.65,0.0,2.65
bet_07921,4394,multiple,Football,9.9,True,40.15,397.48,-357.33
bet_07922,3077,single,Tennis,1.1,False,119.8,0.0,119.8
bet_07923,134,single,Table Tennis,2.19,False,14.8,0.0,14.8
bet_07924,3498,single,Tennis,1.1,True,185.45,204.0,-18.55
bet_07925,3417,multiple,Tennis,14.69,False,21.8,0.0,21.8
bet_07926,1740,single,Football,1.74,False,177.75,0.0,177.75
bet_07927,4840,single,Football,4.93,False,112.55,0.0,112.55
bet_07928,4286,single,Football,5.53,False,257.05,0.0,257.05
bet_07929,3006,multiple,Ice Hockey,6.66,False,42.05,0.0,42.05
bet_07930,4121,multiple,Football,2.7,False,243.3,0.0,243.3
bet_07931,3967,single,Tennis,4.78,False,36.6,0.0,36.6
bet_07932,2351,multiple,Football,1.28,False,2.7,0.0,2.7
bet_07933,3850,single,Tennis,7.33,False,95.05,0.0,95.05
bet_07934,1843,single,Basketball,2.77,False,91.2,0.0,91.2
bet_07935,2475,single,Tennis,2.47,True,104.55,258.24,-153.69
bet_07936,2475,single,Tennis,4.06,False,76.55,0.0,76.55
bet_07937,1001,single,Football,3.02,False,20.75,0.0,20.75
bet_07938,4739,single,Rugby,1.1,False,300.25,0.0,300.25
bet_07939,4240,single,Tennis,1.8,True,30.9,55.62,-24.72
bet_07940,3558,single,Football,5.07,False,99.95,0.0,99.95
bet_07941,1888,multiple,Basketball,8.26,False,53.65,0.0,53.65
bet_07942,1443,single,Tennis,5.64,False,5.1,0.0,5.1
bet_07943,966,multiple,Badminton,1.11,False,12.75,0.0,12.75
bet_07944,4516,single,Football,2.18,True,189.85,413.87,-224.02
bet_07945,803,single,Football,12.0,False,157.35,0.0,157.35
bet_07946,1791,single,Snooker,4.39,False,75.85,0.0,75.85
bet_07947,632,multiple,Football,1.11,False,207.6,0.0,207.6
bet_07948,3767,single,Tennis,1.1,True,43.8,48.18,-4.38
bet_07949,1826,single,Rugby,1.1,True,11.55,12.71,-1.16
bet_07950,4965,multiple,Ice Hockey,1.11,True,63.2,70.15,-6.95
bet_07951,2248,single,Football,8.68,False,128.95,0.0,128.95
bet_07952,2553,single,Football,4.36,False,68.75,0.0,68.75
bet_07953,1212,multiple,Rugby,7.36,False,404.3,0.0,404.3
bet_07954,2264,single,Basketball,1.38,True,149.7,206.59,-56.89
bet_07955,1736,single,Tennis,2.02,True,23.25,46.96,-23.71
bet_07956,1255,multiple,Football,5.3,True,18.1,95.93,-77.83
bet_07957,2401,single,Football,1.16,False,201.55,0.0,201.55
bet_07958,3078,single,Football,1.1,True,168.3,185.13,-16.83
bet_07959,922,multiple,Basketball,3.65,False,4.05,0.0,4.05
bet_07960,764,single,Football,1.1,False,138.3,0.0,138.3
bet_07961,1223,single,Football,12.0,True,124.35,1492.2,-1367.85
bet_07962,4176,single,Handball,10.18,False,46.1,0.0,46.1
bet_07963,1386,single,Football,10.02,False,79.45,0.0,79.45
bet_07964,3731,single,Football,2.56,True,65.35,167.3,-101.95
bet_07965,3466,single,Tennis,1.1,True,5.05,5.56,-0.51
bet_07966,1389,single,Tennis,5.06,False,57.05,0.0,57.05
bet_07967,4256,multiple,Football,7.12,False,128.9,0.0,128.9
bet_07968,3984,single,Ice Hockey,1.1,False,72.25,0.0,72.25
bet_07969,243,single,Football,1.77,False,208.7,0.0,208.7
bet_07970,3010,multiple,Basketball,2.51,True,13.0,32.63,-19.63
bet_07971,2278,single,Football,1.1,True,279.2,307.12,-27.92
bet_07972,1416,single,Football,5.01,False,99.5,0.0,99.5
bet_07973,1621,multiple,Basketball,9.75,False,225.8,0.0,225.8
bet_07974,711,multiple,Football,1.89,False,126.35,0.0,126.35
bet_07975,1342,single,Volleyball,1.69,False,21.2,0.0,21.2
bet_07976,4412,multiple,Ice Hockey,18.99,False,283.75,0.0,283.75
bet_07977,4399,single,Volleyball,2.32,True,250.6,581.39,-330.79
bet_07978,2533,single,Football,1.18,True,5.0,5.9,-0.9
bet_07979,2127,multiple,Tennis,1.57,False,254.85,0.0,254.85
bet_07980,3117,single,Basketball,2.4,True,256.9,616.56,-359.66
bet_07981,1052,single,Football,2.92,True,66.25,193.45,-127.2
bet_07982,2691,multiple,Football,8.31,False,114.3,0.0,114.3
bet_07983,2414,single,Football,1.1,False,87.2,0.0,87.2
bet_07984,881,single,Football,3.97,True,49.1,194.93,-145.83
bet_07985,1450,multiple,Tennis,3.07,True,16.2,49.73,-33.53
bet_07986,3258,single,Football,6.59,False,233.8,0.0,233.8
bet_07987,1556,multiple,Tennis,9.21,False,319.3,0.0,319.3
bet_07988,607,single,Formula 1,6.5,False,307.75,0.0,307.75
bet_07989,3588,single,Basketball,1.1,True,8.7,9.57,-0.87
bet_07990,4549,multiple,Ice Hockey,1.11,True,346.6,384.73,-38.13
bet_07991,3168,single,Football,2.8,True,66.1,185.08,-118.98
bet_07992,406,multiple,Baseball,6.01,False,166.1,0.0,166.1
bet_07993,1784,single,Volleyball,1.1,True,76.5,84.15,-7.65
bet_07994,2347,single,Tennis,8.49,False,8.6,0.0,8.6
bet_07995,2409,single,Rugby,2.78,True,222.1,617.44,-395.34
bet_07996,2302,single,Ice Hockey,1.1,True,21.9,24.09,-2.19
bet_07997,1311,multiple,Tennis,4.96,False,45.1,0.0,45.1
bet_07998,3640,multiple,Football,4.22,True,2.2,9.28,-7.08
bet_07999,1523,single,Basketball,1.1,True,122.5,134.75,-12.25
bet_08000,3341,multiple,Tennis,13.01,False,296.45,0.0,296.45
bet_08001,1326,multiple,Football,9.94,False,280.8,0.0,280.8
bet_08002,492,multiple,Football,6.52,False,449.4,0.0,449.4
bet_08003,1174,single,Tennis,1.1,True,5.9,6.49,-0.59
bet_08004,528,single,Football,3.03,False,149.1,0.0,149.1
bet_08005,4711,multiple,Tennis,1.36,True,198.35,269.76,-71.41
bet_08006,2694,multiple,Tennis,3.7,False,36.15,0.0,36.15
bet_08007,2227,multiple,Basketball,1.78,True,316.35,563.1,-246.75
bet_08008,4100,single,Tennis,6.49,False,101.8,0.0,101.8
bet_08009,26,single,Football,3.91,True,17.0,66.47,-49.47
bet_08010,564,single,Football,9.24,False,55.25,0.0,55.25
bet_08011,4771,single,Volleyball,1.1,True,167.25,183.98,-16.73
bet_08012,3782,single,Tennis,4.16,False,214.8,0.0,214.8
bet_08013,3018,single,Football,2.54,False,155.55,0.0,155.55
bet_08014,3364,multiple,Football,6.53,False,40.4,0.0,40.4
bet_08015,4558,multiple,Handball,11.07,False,9.4,0.0,9.4
bet_08016,4107,single,Football,9.73,False,2.25,0.0,2.25
bet_08017,737,single,Tennis,6.88,False,5.5,0.0,5.5
bet_08018,4987,single,Football,1.1,False,105.0,0.0,105.0
bet_08019,2400,multiple,Football,4.85,False,405.25,0.0,405.25
bet_08020,3427,single,Football,2.72,False,7.75,0.0,7.75
bet_08021,3049,single,Football,2.81,True,6.6,18.55,-11.95
bet_08022,2586,single,Handball,1.1,True,3.2,3.52,-0.32
bet_08023,1433,single,Snooker,1.1,True,257.8,283.58,-25.78
bet_08024,3133,single,Football,7.77,False,185.5,0.0,185.5
bet_08025,3036,multiple,Football,3.48,False,11.55,0.0,11.55
bet_08026,3502,single,Football,1.52,True,319.4,485.49,-166.09
bet_08027,4375,single,Handball,1.1,True,17.45,19.2,-1.75
bet_08028,4402,multiple,Table Tennis,2.8,False,160.05,0.0,160.05
bet_08029,1561,multiple,Tennis,6.03,False,748.85,0.0,748.85
bet_08030,3219,single,Football,3.61,False,459.9,0.0,459.9
bet_08031,781,single,Tennis,2.24,False,103.1,0.0,103.1
bet_08032,815,multiple,Football,5.15,True,40.0,206.0,-166.0
bet_08033,4683,single,Football,3.02,False,121.35,0.0,121.35
bet_08034,3284,multiple,Snooker,1.11,True,107.15,118.94,-11.79
bet_08035,1811,single,Football,6.35,False,96.95,0.0,96.95
bet_08036,1108,single,Football,1.1,True,17.1,18.81,-1.71
bet_08037,3172,multiple,Ice Hockey,9.95,True,176.85,1759.66,-1582.81
bet_08038,519,single,Tennis,2.73,True,53.4,145.78,-92.38
bet_08039,1711,multiple,Table Tennis,6.62,False,195.65,0.0,195.65
bet_08040,1979,multiple,Ice Hockey,6.96,False,199.7,0.0,199.7
bet_08041,4314,multiple,Football,2.4,False,29.4,0.0,29.4
bet_08042,3489,single,Football,1.67,False,290.9,0.0,290.9
bet_08043,4711,single,Football,2.06,True,243.85,502.33,-258.48
bet_08044,3270,single,Basketball,12.0,False,174.8,0.0,174.8
bet_08045,3682,single,Football,12.0,False,30.45,0.0,30.45
bet_08046,4220,single,Football,11.25,False,21.3,0.0,21.3
bet_08047,291,single,Tennis,1.48,True,238.55,353.05,-114.5
bet_08048,560,single,Handball,1.93,False,138.85,0.0,138.85
bet_08049,3439,single,Basketball,11.71,False,3.8,0.0,3.8
bet_08050,2913,single,Football,2.87,True,26.6,76.34,-49.74
bet_08051,2543,single,Ice Hockey,7.38,False,247.65,0.0,247.65
bet_08052,868,single,Volleyball,2.76,False,17.3,0.0,17.3
bet_08053,1346,single,Badminton,3.78,True,204.75,773.96,-569.21
bet_08054,1264,single,Table Tennis,1.1,False,112.05,0.0,112.05
bet_08055,1647,single,Football,1.1,True,11.5,12.65,-1.15
bet_08056,159,single,Football,5.22,False,810.7,0.0,810.7
bet_08057,1175,single,Football,2.41,False,69.75,0.0,69.75
bet_08058,2556,single,Volleyball,5.01,False,105.95,0.0,105.95
bet_08059,4022,single,Ice Hockey,1.27,True,101.4,128.78,-27.38
bet_08060,931,single,Tennis,1.42,True,43.95,62.41,-18.46
bet_08061,3824,multiple,Tennis,2.47,False,148.45,0.0,148.45
bet_08062,4761,single,Football,3.95,False,72.45,0.0,72.45
bet_08063,3201,multiple,Football,6.83,False,16.55,0.0,16.55
bet_08064,2507,single,Formula 1,1.1,False,355.05,0.0,355.05
bet_08065,4788,single,Ice Hockey,1.1,False,891.9,0.0,891.9
bet_08066,969,multiple,Tennis,5.5,False,129.25,0.0,129.25
bet_08067,699,single,Volleyball,5.46,False,3.3,0.0,3.3
bet_08068,2420,single,Football,1.1,True,112.65,123.92,-11.27
bet_08069,1510,multiple,Football,1.11,True,21.25,23.59,-2.34
bet_08070,3465,multiple,Football,7.91,False,30.35,0.0,30.35
bet_08071,1462,single,Basketball,2.31,False,101.05,0.0,101.05
bet_08072,776,multiple,Basketball,14.85,False,23.0,0.0,23.0
bet_08073,4305,multiple,Basketball,1.8,False,102.0,0.0,102.0
bet_08074,2109,single,Tennis,1.11,False,9.25,0.0,9.25
bet_08075,431,multiple,Rugby,4.68,False,66.55,0.0,66.55
bet_08076,2656,single,Handball,1.1,True,3.55,3.9,-0.35
bet_08077,1106,single,Tennis,3.19,False,24.5,0.0,24.5
bet_08078,679,single,Ice Hockey,2.16,True,226.3,488.81,-262.51
bet_08079,4863,multiple,Handball,5.6,False,20.3,0.0,20.3
bet_08080,1531,single,Football,2.72,False,799.45,0.0,799.45
bet_08081,835,single,Tennis,3.08,False,21.85,0.0,21.85
bet_08082,1845,multiple,Ice Hockey,1.11,True,103.05,114.39,-11.34
bet_08083,1068,single,Basketball,2.23,True,218.2,486.59,-268.39
bet_08084,2406,multiple,Football,8.31,False,29.45,0.0,29.45
bet_08085,2453,multiple,Football,6.9,False,12.4,0.0,12.4
bet_08086,2650,single,Basketball,1.32,False,67.05,0.0,67.05
bet_08087,4227,single,Football,1.92,False,230.5,0.0,230.5
bet_08088,4169,multiple,Football,1.57,True,9.85,15.46,-5.61
bet_08089,2387,single,Football,9.74,False,46.2,0.0,46.2
bet_08090,2183,multiple,Football,18.56,False,88.9,0.0,88.9
bet_08091,1017,single,Tennis,4.86,False,179.15,0.0,179.15
bet_08092,4988,single,Baseball,12.0,False,189.0,0.0,189.0
bet_08093,2277,multiple,Baseball,1.52,True,19.7,29.94,-10.24
bet_08094,3993,single,Football,5.2,False,67.7,0.0,67.7
bet_08095,2203,single,Tennis,2.41,False,91.75,0.0,91.75
bet_08096,1377,single,Football,1.24,False,25.95,0.0,25.95
bet_08097,2747,multiple,Tennis,13.12,False,112.8,0.0,112.8
bet_08098,3207,multiple,Basketball,4.79,False,50.65,0.0,50.65
bet_08099,2458,single,Football,3.51,False,57.0,0.0,57.0
bet_08100,1663,single,Badminton,1.1,True,242.65,266.92,-24.27
bet_08101,1486,multiple,Football,5.17,False,327.15,0.0,327.15
bet_08102,972,single,Volleyball,1.1,True,24.9,27.39,-2.49
bet_08103,4870,single,Basketball,4.49,False,69.9,0.0,69.9
bet_08104,1975,multiple,Tennis,9.2,False,88.85,0.0,88.85
bet_08105,3659,single,Basketball,1.1,False,74.65,0.0,74.65
bet_08106,3253,single,Baseball,1.1,True,53.5,58.85,-5.35
bet_08107,1908,multiple,Football,1.11,True,221.1,245.42,-24.32
bet_08108,46,multiple,Football,3.7,True,4.4,16.28,-11.88
bet_08109,583,multiple,Volleyball,1.56,True,296.55,462.62,-166.07
bet_08110,2106,single,Football,1.18,True,122.3,144.31,-22.01
bet_08111,2930,multiple,Football,1.11,True,167.75,186.2,-18.45
bet_08112,1872,single,Football,3.81,True,211.2,804.67,-593.47
bet_08113,1910,single,Football,8.58,False,58.85,0.0,58.85
bet_08114,2035,single,Tennis,4.97,False,90.35,0.0,90.35
bet_08115,4834,multiple,Tennis,1.5,True,457.3,685.95,-228.65
bet_08116,1694,multiple,Football,5.66,False,38.35,0.0,38.35
bet_08117,1842,single,Handball,1.1,False,493.6,0.0,493.6
bet_08118,2187,single,Football,3.49,False,114.45,0.0,114.45
bet_08119,1949,multiple,Table Tennis,4.91,False,37.85,0.0,37.85
bet_08120,2353,single,Basketball,1.2,True,79.6,95.52,-15.92
bet_08121,3038,multiple,Football,1.11,True,144.45,160.34,-15.89
bet_08122,3734,single,Tennis,6.11,False,66.5,0.0,66.5
bet_08123,3358,single,Ice Hockey,11.34,False,214.0,0.0,214.0
bet_08124,340,single,Snooker,5.05,False,55.85,0.0,55.85
bet_08125,271,single,Tennis,1.85,False,53.95,0.0,53.95
bet_08126,2889,single,Basketball,1.1,True,124.3,136.73,-12.43
bet_08127,2325,single,Handball,6.66,False,10.2,0.0,10.2
bet_08128,2920,single,Football,1.1,True,18.15,19.96,-1.81
bet_08129,4753,multiple,Football,5.04,False,6.9,0.0,6.9
bet_08130,4230,single,Football,7.94,False,231.2,0.0,231.2
bet_08131,4689,single,Football,2.12,False,122.45,0.0,122.45
bet_08132,4491,single,Football,4.48,True,130.7,585.54,-454.84
bet_08133,2300,single,Football,4.42,True,31.25,138.12,-106.87
bet_08134,3382,multiple,Football,15.18,False,204.35,0.0,204.35
bet_08135,2193,multiple,Football,1.11,True,80.15,88.97,-8.82
bet_08136,4390,multiple,Football,2.71,False,16.2,0.0,16.2
bet_08137,4636,single,Football,1.86,True,198.65,369.49,-170.84
bet_08138,1089,single,Ice Hockey,12.0,False,228.3,0.0,228.3
bet_08139,1849,single,Football,1.44,True,66.7,96.05,-29.35
bet_08140,2857,single,Football,11.44,False,36.6,0.0,36.6
bet_08141,1917,single,Basketball,2.27,False,94.15,0.0,94.15
bet_08142,4642,single,Football,8.48,False,261.8,0.0,261.8
bet_08143,3929,single,Football,7.54,False,91.6,0.0,91.6
bet_08144,1249,multiple,Table Tennis,4.47,False,136.15,0.0,136.15
bet_08145,3743,single,Football,1.1,False,10.5,0.0,10.5
bet_08146,530,single,Table Tennis,2.49,False,254.0,0.0,254.0
bet_08147,3712,single,Tennis,6.3,True,89.45,563.54,-474.09
bet_08148,2500,single,Tennis,10.14,False,3.65,0.0,3.65
bet_08149,2316,single,Tennis,1.1,True,85.2,93.72,-8.52
bet_08150,2625,single,Ice Hockey,2.04,False,21.25,0.0,21.25
bet_08151,1055,multiple,Handball,2.47,True,36.9,91.14,-54.24
bet_08152,232,single,Basketball,1.69,True,10.8,18.25,-7.45
bet_08153,3390,single,Tennis,2.79,False,35.4,0.0,35.4
bet_08154,4113,multiple,Football,1.11,False,4.35,0.0,4.35
bet_08155,4379,single,Football,12.0,False,148.35,0.0,148.35
bet_08156,2442,multiple,Football,3.21,False,86.05,0.0,86.05
bet_08157,65,single,Football,6.67,False,167.85,0.0,167.85
bet_08158,4234,multiple,Football,15.56,True,0.2,3.11,-2.91
bet_08159,3077,single,Basketball,10.17,False,69.75,0.0,69.75
bet_08160,2737,single,Ice Hockey,5.8,False,109.95,0.0,109.95
bet_08161,1779,single,Tennis,1.1,True,54.65,60.12,-5.47
bet_08162,2633,single,Football,2.59,False,0.7,0.0,0.7
bet_08163,1788,multiple,Football,1.58,True,18.25,28.84,-10.59
bet_08164,647,single,Football,11.48,False,49.0,0.0,49.0
bet_08165,3923,multiple,Football,4.59,True,201.6,925.34,-723.74
bet_08166,1484,single,Handball,5.54,False,247.2,0.0,247.2
bet_08167,4389,single,Handball,1.1,False,24.85,0.0,24.85
bet_08168,1860,single,Football,5.5,False,245.05,0.0,245.05
bet_08169,865,single,Football,1.13,True,70.95,80.17,-9.22
bet_08170,1539,single,Ice Hockey,2.12,False,46.95,0.0,46.95
bet_08171,2529,single,Snooker,2.17,False,65.65,0.0,65.65
bet_08172,1799,single,Basketball,2.61,True,96.15,250.95,-154.8
bet_08173,1174,multiple,Tennis,25.89,False,3.9,0.0,3.9
bet_08174,232,single,Football,1.99,False,15.6,0.0,15.6
bet_08175,3229,single,Football,9.4,False,245.8,0.0,245.8
bet_08176,3683,multiple,Football,1.99,False,313.75,0.0,313.75
bet_08177,1948,multiple,Rugby,7.33,False,301.7,0.0,301.7
bet_08178,3219,single,Football,3.46,True,945.55,3271.6,-2326.05
bet_08179,994,multiple,Basketball,8.15,False,59.1,0.0,59.1
bet_08180,4906,single,Football,1.1,False,1.8,0.0,1.8
bet_08181,4943,single,Football,3.37,False,6.65,0.0,6.65
bet_08182,4216,multiple,Football,8.02,False,238.3,0.0,238.3
bet_08183,1486,single,Volleyball,2.59,True,275.9,714.58,-438.68
bet_08184,3574,multiple,Football,10.85,False,230.3,0.0,230.3
bet_08185,3293,single,Handball,5.08,False,292.1,0.0,292.1
bet_08186,3591,single,Football,1.1,False,65.2,0.0,65.2
